Adoption_ID,Date,Quantity,Book_ID,ISBN10,ISBN13,Title,Category
2,1/20/2016,594,561,0205863795,9780205863792,The DK Handbook,Student Success
1,5/14/2015,209,475,0133250121,9780133250121,Java Software Structures,Computer Science
2,10/24/2015,311,898,0133059049,9780133059045,Better Business,Business
3,4/19/2015,663,638,0133378713,9780133378719,C++ How to Program (Early Objects Version),Computer Science
1,12/27/2015,83,964,0133083578,9780133083576,The Practice of Public Relations,Business
2,2/18/2016,179,568,0321846621,9780321846624,Reading Rhetorically,English
3,7/12/2015,560,629,032181696X,9780321816962,Precalculus: Essentials,Mathematics
4,12/4/2015,420,623,0321729560,9780321729569,Precalculus Essentials,Mathematics
5,1/9/2016,385,701,013267145X,9780132671453,Adaptive Filter Theory,Engineering
6,12/26/2015,593,790,013284737X,9780132847377,Data Structures and Algorithm Analysis in C++,Computer Science
7,8/22/2015,66,594,0321874226,9780321874221,Elementary Algebra:  Concepts & Applications,Mathematics
8,1/31/2016,395,952,0133097897,9780133097894,"Corporate Finance, The Core",Business
9,5/7/2015,272,479,0321836960,9780321836960,Elementary Statistics,Statistics
10,8/13/2015,147,677,0132992795,9780132992794,"Macroeconomics, 2/e",Economics
1,7/25/2015,514,598,0321826035,9780321826039,Introductory & Intermediate Algebra 3e,Mathematics
2,3/4/2016,273,475,0133250121,9780133250121,Java Software Structures,Computer Science
3,12/21/2015,495,956,0133251969,9780133251968,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business
4,12/15/2015,320,550,0321829174,9780321829177,Literature for Composition,English
5,5/1/2015,174,793,0136015727,9780136015727,Reliability Engineering,Engineering
6,3/7/2015,526,482,032182573X,9780321825735,Excursions in Modern Mathematics,Mathematics
7,1/29/2016,425,632,0321848748,9780321848741,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics
1,8/1/2015,429,906,0132575671,9780132575676,Database Systems,Computer Science
2,11/1/2015,509,923,0133058360,9780133058369,Guide to Presentations,Business
3,11/24/2015,68,703,0133023672,9780133023671,Principles of Macroeconomics,Economics
4,4/27/2015,247,978,0132145375,9780132145374,Database Processing,Computer Science
5,1/2/2016,316,553,0205883052,9780205883059,"The Prentice Hall Guide for College Writers, Brief Edition",English
6,10/19/2015,391,639,0133378500,9780133378504,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science
7,1/27/2016,485,921,0132846918,9780132846912,Digital Business Networks,Business
8,11/13/2015,534,568,0321846621,9780321846624,Reading Rhetorically,English
9,10/20/2015,557,646,0133125904,9780133125900,"Power Electronics: Circuits,Devices & Applications",Engineering
10,1/11/2016,402,596,0321900472,9780321900470,Precalculus: A Unit Circle Approach,Mathematics
11,2/3/2016,560,608,0133116530,9780133116533,Basic Technical Mathematics with Calculus,Mathematics
12,11/20/2015,134,571,0321898680,9780321898685,Style: Lessons in Clarity and Grace 11E,English
13,1/2/2016,340,618,0205852068,9780205852062,Bridging the Gap,Student Success
14,9/6/2015,166,574,0321899970,9780321899972,Technical Communication,English
15,12/18/2015,52,938,0133019934,9780133019933,Microeconomics: Theory and Applications with Calculus,Economics
16,5/17/2015,407,914,0133029670,9780133029673,Using MIS,Business
17,10/29/2015,617,904,0133063003,9780133063004,International Business,Business
18,6/10/2015,447,681,0133116646,9780133116649,Electrical Engineering: Principles & Applications,Engineering
19,7/9/2015,129,627,0321872185,9780321872180,Intermediate Algebra 10,Mathematics
20,3/31/2015,46,918,0132993341,9780132993340,Fundamentals of Futures and Options Markets,Business
21,12/26/2015,537,484,032179477X,9780321794772,A First Course in Probability,Statistics
22,1/17/2016,326,980,013610827X,9780136108276,Hands-On Database,Computer Science
23,10/7/2015,388,937,0133423905,9780133423907,Microeconomics,Economics
24,6/26/2015,611,694,0133379337,9780133379334,Visual C# 2012 How to Program,Computer Science
25,6/22/2015,523,596,0321900472,9780321900470,Precalculus: A Unit Circle Approach,Mathematics
26,1/30/2016,233,608,0133116530,9780133116533,Basic Technical Mathematics with Calculus,Mathematics
27,6/23/2015,314,924,0133022927,9780133022926,The Economics of Sports,Economics
28,1/21/2016,449,906,0132575671,9780132575676,Database Systems,Computer Science
29,12/17/2015,687,976,0132992817,9780132992817,"The Economics of Women, Men and Work",Economics
30,1/31/2016,695,686,0132869063,9780132869065,Ownership Series: Ownership: Study Strategies,Student Success
31,3/17/2015,356,618,0205852068,9780205852062,Bridging the Gap,Student Success
1,9/22/2015,374,642,0321845862,9780321845863,Developmental Mathematics,Mathematics
2,6/26/2015,264,630,0205730523,9780205730520,World Myth,English
3,6/25/2015,107,487,0321838696,9780321838698,Business Statistics: A First Course,Statistics
4,8/10/2015,256,959,0133251039,9780133251036,Introduction to Financial Accounting,Business
5,1/21/2016,562,895,0132971275,9780132971270,Intercultural Business Communication,Business
6,9/1/2015,653,782,0133127648,9780133127645,Public Relations Practices,Business
7,10/31/2015,534,548,0205876641,9780205876648,"The Curious Writer, Concise Edition",English
8,3/18/2015,270,622,0321859227,9780321859228,"Prealgebra and Introductory Algebra, 4e",Mathematics
9,2/2/2016,25,587,032183724X,9780321837240,Algebra and Trigonometry,Mathematics
10,11/16/2015,316,483,0321825721,9780321825728,Mathematics for Elementary Teachers with Activity Manual,Mathematics
11,7/29/2015,524,600,0321817621,9780321817624,Statistical Reasoning for Everyday Life,Statistics
1,7/3/2015,229,919,0132970759,9780132970754,MIS Essentials,Business
2,8/23/2015,109,937,0133423905,9780133423907,Microeconomics,Economics
3,1/20/2016,372,555,0205886159,9780205886159,"Global Issues, Local Arguments",English
4,6/16/2015,686,692,0133354695,9780133354690,Cryptography and Network Security: Principles and Practice,Computer Science
5,12/28/2015,365,951,0132992477,9780132992473,Corporate Finance,Business
1,1/25/2016,40,918,0132993341,9780132993340,Fundamentals of Futures and Options Markets,Business
2,4/30/2015,224,923,0133058360,9780133058369,Guide to Presentations,Business
3,8/1/2015,151,944,0132968363,9780132968362,Principles of Operations Management,Business
4,11/3/2015,588,484,032179477X,9780321794772,A First Course in Probability,Statistics
5,11/1/2015,570,912,0132994909,9780132994903,Fundamentals of Human Resource Management,Business
6,4/24/2015,417,695,0132832887,9780132832885,Aerodynamics for Engineers,Engineering
7,6/9/2015,583,622,0321859227,9780321859228,"Prealgebra and Introductory Algebra, 4e",Mathematics
8,6/15/2015,376,792,0133485102,9780133485103,Managing Engineering and Technology,Engineering
9,5/3/2015,589,957,0132992914,9780132992916,Principles of Risk Management and Insurance,Business
10,1/31/2016,327,707,0321566440,9780321566447,Managerial Economics,Economics
11,9/21/2015,610,571,0321898680,9780321898685,Style: Lessons in Clarity and Grace 11E,English
12,7/10/2015,672,478,0133129454,9780133129458,Starting out with Visual C# 2012 (with CD-Rom),Computer Science
13,8/24/2015,451,970,0132147556,9780132147552,E-Marketing,Business
1,6/11/2015,388,482,032182573X,9780321825735,Excursions in Modern Mathematics,Mathematics
2,9/24/2015,587,698,0136157394,9780136157397,Global Marketing Management,Business
1,6/24/2015,676,683,0132869500,9780132869508,Ownership Series: Ownership: Accountability,Student Success
2,3/26/2015,440,923,0133058360,9780133058369,Guide to Presentations,Business
3,10/8/2015,640,572,0205890547,9780205890545,Mosaics: Reading and Writing Paragraphs,Student Success
4,4/18/2015,139,957,0132992914,9780132992916,Principles of Risk Management and Insurance,Business
5,4/3/2015,246,618,0205852068,9780205852062,Bridging the Gap,Student Success
6,12/21/2015,186,482,032182573X,9780321825735,Excursions in Modern Mathematics,Mathematics
7,4/29/2015,167,784,0133254429,9780133254426,Mechanics of Materials,Engineering
8,8/20/2015,327,951,0132992477,9780132992473,Corporate Finance,Business
9,2/10/2016,344,479,0321836960,9780321836960,Elementary Statistics,Statistics
10,1/26/2016,603,918,0132993341,9780132993340,Fundamentals of Futures and Options Markets,Business
11,10/23/2015,93,612,0321826027,9780321826022,Precalculus with Modeling & Visualization,Mathematics
12,1/19/2016,412,707,0321566440,9780321566447,Managerial Economics,Economics
13,5/27/2015,385,553,0205883052,9780205883059,"The Prentice Hall Guide for College Writers, Brief Edition",English
14,1/23/2016,670,791,0133405680,9780133405682,Essentials of Database Management,Computer Science
15,2/9/2016,168,474,013336092X,9780133360929,Starting Out with C++: Early Objects,Computer Science
16,12/12/2015,636,474,013336092X,9780133360929,Starting Out with C++: Early Objects,Computer Science
17,9/27/2015,694,920,0132971321,9780132971324,Business Communication Essentials,Business
18,6/3/2015,454,698,0136157394,9780136157397,Global Marketing Management,Business
19,7/8/2015,162,556,0205890962,9780205890965,Mosaics: Reading and Writing Essays 6e,Student Success
20,9/15/2015,374,628,0133140423,9780133140422,Business Math Brief,Business
21,2/11/2016,116,891,0133078353,9780133078350,Marketing Plan Handbook,Business
22,3/24/2015,119,891,0133078353,9780133078350,Marketing Plan Handbook,Business
23,7/28/2015,321,607,0133083500,9780133083507,Basic Technical Mathematics,Mathematics
1,3/6/2016,217,927,0133062120,9780133062120,International Management: Text and Cases,Business
2,10/10/2015,459,692,0133354695,9780133354690,Cryptography and Network Security: Principles and Practice,Computer Science
3,10/21/2015,99,630,0205730523,9780205730520,World Myth,English
4,2/21/2016,468,490,0321836987,9780321836984,Essential Statistics,Statistics
5,3/8/2015,61,546,0205235778,9780205235773,The Curious Writer,English
6,5/9/2015,516,684,0132868792,9780132868792,Ownership Series: Ownership: Effective Planning,Student Success
7,4/15/2015,351,591,0321825535,9780321825537,Basic College Mathematics,Mathematics
8,10/2/2015,472,615,0321826124,9780321826121,Algebra and Trigonometry with Modeling & Visualization,Mathematics
9,9/6/2015,123,786,0137024878,9780137024872,Managerial Accounting: Decision Making and Motivating Performance,Business
10,12/21/2015,588,792,0133485102,9780133485103,Managing Engineering and Technology,Engineering
11,2/15/2016,131,978,0132145375,9780132145374,Database Processing,Computer Science
12,1/12/2016,61,613,0133011208,9780133011203,Business Math,Business
13,4/2/2015,48,642,0321845862,9780321845863,Developmental Mathematics,Mathematics
14,3/20/2015,203,944,0132968363,9780132968362,Principles of Operations Management,Business
15,6/10/2015,514,891,0133078353,9780133078350,Marketing Plan Handbook,Business
16,12/14/2015,216,979,0321464486,9780321464484,Development Economics,Economics
17,3/19/2015,428,591,0321825535,9780321825537,Basic College Mathematics,Mathematics
18,7/3/2015,35,972,0136090036,9780136090038,Making the Team,Business
19,10/29/2015,379,909,0133077543,9780133077544,Management: A Focus on Leaders,Business
20,11/18/2015,99,917,0132971216,9780132971218,Information Systems Today,Business
21,1/18/2016,602,921,0132846918,9780132846912,Digital Business Networks,Business
22,11/18/2015,635,477,0133128083,9780133128086,Starting Out With Visual Basic,Computer Science
23,7/27/2015,200,940,0132948869,9780132948869,Microeconomics,Economics
24,6/4/2015,501,626,0321880110,9780321880116,Elementary & Intermediate Algebra,Mathematics
1,2/23/2016,622,936,0133023443,9780133023442,Systems Analysis and Design,Business
2,9/18/2015,332,981,013610066X,9780136100669,Business Intelligence,Business
3,6/28/2015,286,943,0132991306,9780132991308,Modern Systems Analysis and Design,Business
4,4/13/2015,521,628,0133140423,9780133140422,Business Math Brief,Business
5,8/30/2015,260,552,0205875548,9780205875542,The Prentice Hall Guide for College Writers,English
6,5/11/2015,199,587,032183724X,9780321837240,Algebra and Trigonometry,Mathematics
7,10/12/2015,510,705,0133451607,9780133451603,Statics and Mechanics of Materials,Engineering
8,10/19/2015,331,923,0133058360,9780133058369,Guide to Presentations,Business
9,10/23/2015,395,477,0133128083,9780133128086,Starting Out With Visual Basic,Computer Science
10,1/18/2016,310,598,0321826035,9780321826039,Introductory & Intermediate Algebra 3e,Mathematics
11,6/13/2015,96,980,013610827X,9780136108276,Hands-On Database,Computer Science
12,1/30/2016,439,560,0205891500,9780205891504,Prose Reader,English
13,5/23/2015,650,694,0133379337,9780133379334,Visual C# 2012 How to Program,Computer Science
14,12/28/2015,114,935,0132948885,9780132948883,Economics Today: The Micro View,Economics
15,3/4/2016,630,980,013610827X,9780136108276,Hands-On Database,Computer Science
16,11/3/2015,523,625,0132180537,9780132180535,"Career Tool Kit, The: Skills for Success",Student Success
17,4/21/2015,491,616,0321865537,9780321865533,Introductory and Intermediate Algebra 5e,Mathematics
18,6/24/2015,322,891,0133078353,9780133078350,Marketing Plan Handbook,Business
19,2/17/2016,304,472,0133128911,9780133128918,Basics of Web Design: HTML5 & CSS3,Computer Science
20,11/13/2015,51,611,0321860594,9780321860590,"Cornerstones for Community College Success, 2/E",Student Success
21,5/8/2015,337,927,0133062120,9780133062120,International Management: Text and Cases,Business
22,8/13/2015,71,686,0132869063,9780132869065,Ownership Series: Ownership: Study Strategies,Student Success
23,12/15/2015,183,898,0133059049,9780133059045,Better Business,Business
24,5/23/2015,106,600,0321817621,9780321817624,Statistical Reasoning for Everyday Life,Statistics
25,3/20/2015,483,787,0133406954,9780133406955,Visual Basic 2012 How to Program,Computer Science
26,3/6/2016,340,969,013606552X,9780136065524,Economics for Managers,Economics
27,1/10/2016,62,677,0132992795,9780132992794,"Macroeconomics, 2/e",Economics
1,7/19/2015,448,628,0133140423,9780133140422,Business Math Brief,Business
2,6/4/2015,45,563,0321880943,9780321880949,The Necessary Shakespeare,English
3,5/25/2015,692,488,0321836510,9780321836519,Statistics for Business: Decision Making and Analysis,Statistics
4,2/8/2016,184,932,0132994879,9780132994873,Foundations of Finance,Business
5,5/14/2015,692,954,0132948850,9780132948852,Survey of Economics,Economics
6,10/22/2015,119,676,0132461862,9780132461863,International Monetary & Financial  Economics,Economics
7,6/28/2015,59,937,0133423905,9780133423907,Microeconomics,Economics
8,1/15/2016,699,932,0132994879,9780132994873,Foundations of Finance,Business
9,11/3/2015,325,600,0321817621,9780321817624,Statistical Reasoning for Everyday Life,Statistics
10,12/6/2015,114,557,0321872568,9780321872562,LB Brief with Tabs,Student Success
11,12/7/2015,334,629,032181696X,9780321816962,Precalculus: Essentials,Mathematics
12,3/30/2015,516,652,0132481197,9780132481199,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",Student Success
13,11/5/2015,199,952,0133097897,9780133097894,"Corporate Finance, The Core",Business
14,12/19/2015,651,925,013297133X,9780132971331,Guide to Managerial Communication,Business
1,9/16/2015,228,568,0321846621,9780321846624,Reading Rhetorically,English
2,8/18/2015,519,931,0133059510,9780133059519,Business Communication,Business
3,3/28/2015,164,638,0133378713,9780133378719,C++ How to Program (Early Objects Version),Computer Science
4,5/30/2015,608,636,0321795911,9780321795915,Trigonometry,Mathematics
5,5/17/2015,177,943,0132991306,9780132991308,Modern Systems Analysis and Design,Business
6,2/13/2016,107,566,0321865820,9780321865823,Academic Reading,Student Success
7,1/7/2016,460,485,0321880153,9780321880154,Elementary Algebra,Mathematics
8,3/21/2015,97,630,0205730523,9780205730520,World Myth,English
9,5/9/2015,99,905,0133117413,9780133117417,Horngren's Accounting,Business
10,6/14/2015,629,956,0133251969,9780133251968,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business
11,10/30/2015,58,906,0132575671,9780132575676,Database Systems,Computer Science
12,11/26/2015,471,968,0133024164,9780133024166,Principles of Microeconomics,Economics
13,9/5/2015,632,631,0205902308,9780205902309,World of Short Stories: 20 Short Stories from Around the World,Student Success
14,11/10/2015,313,612,0321826027,9780321826022,Precalculus with Modeling & Visualization,Mathematics
15,5/28/2015,51,915,0132967480,9780132967488,Experiencing MIS,Business
16,5/13/2015,683,627,0321872185,9780321872180,Intermediate Algebra 10,Mathematics
17,9/7/2015,474,685,013286908X,9780132869089,Ownership Series: Ownership: Critical Thinking,Student Success
18,6/8/2015,538,632,0321848748,9780321848741,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics
19,5/31/2015,133,786,0137024878,9780137024872,Managerial Accounting: Decision Making and Motivating Performance,Business
20,7/16/2015,257,969,013606552X,9780136065524,Economics for Managers,Economics
21,11/30/2015,677,957,0132992914,9780132992916,Principles of Risk Management and Insurance,Business
22,9/21/2015,390,789,013335671X,9780133356717,Machine Design,Engineering
23,2/19/2016,406,570,0321838939,9780321838933,Basic College Vocabulary Strategies,Student Success
24,5/1/2015,629,899,0132994348,9780132994347,Personal Finance,Business
25,1/2/2016,139,681,0133116646,9780133116649,Electrical Engineering: Principles & Applications,Engineering
26,9/20/2015,487,558,0205883109,9780205883103,"Strategies for Successful Writing, Concise Edition",English
27,11/24/2015,577,911,0132994844,9780132994842,Economics,Economics
28,8/28/2015,622,897,0133058786,9780133058789,Introduction to Management Accounting,Business
29,6/15/2015,376,964,0133083578,9780133083576,The Practice of Public Relations,Business
30,11/5/2015,271,928,0133043541,9780133043549,Human Resource Management,Business
31,12/24/2015,384,951,0132992477,9780132992473,Corporate Finance,Business
1,4/4/2015,324,694,0133379337,9780133379334,Visual C# 2012 How to Program,Computer Science
2,4/11/2015,147,554,0205883117,9780205883110,Strategies for Successful Writing,English
3,8/13/2015,104,912,0132994909,9780132994903,Fundamentals of Human Resource Management,Business
4,5/29/2015,88,974,0132991284,9780132991285,The Economics of Macro Issues,Economics
5,6/5/2015,235,472,0133128911,9780133128918,Basics of Web Design: HTML5 & CSS3,Computer Science
6,2/4/2016,329,588,0321782283,9780321782281,College Algebra,Mathematics
7,3/28/2015,698,980,013610827X,9780136108276,Hands-On Database,Computer Science
8,12/7/2015,151,904,0133063003,9780133063004,International Business,Business
9,5/8/2015,698,557,0321872568,9780321872562,LB Brief with Tabs,Student Success
10,11/4/2015,479,642,0321845862,9780321845863,Developmental Mathematics,Mathematics
11,12/17/2015,214,914,0133029670,9780133029673,Using MIS,Business
12,9/22/2015,656,596,0321900472,9780321900470,Precalculus: A Unit Circle Approach,Mathematics
13,3/18/2015,309,911,0132994844,9780132994842,Economics,Economics
14,12/21/2015,34,550,0321829174,9780321829177,Literature for Composition,English
15,11/12/2015,178,693,0133370437,9780133370430,"Network Security Essentials: Applications and Standards, 5/e",Computer Science
16,8/24/2015,355,549,0321886518,9780321886514,Complete Works of Shakespeare 7E,English
17,12/10/2015,26,572,0205890547,9780205890545,Mosaics: Reading and Writing Paragraphs,Student Success
18,6/5/2015,539,474,013336092X,9780133360929,Starting Out with C++: Early Objects,Computer Science
1,10/25/2015,299,960,0133056252,9780133056259,Customer Service: Career Success through Customer Loyalty,Business
2,8/18/2015,533,701,013267145X,9780132671453,Adaptive Filter Theory,Engineering
3,9/11/2015,170,957,0132992914,9780132992916,Principles of Risk Management and Insurance,Business
4,5/5/2015,670,922,0133043606,9780133043600,Management,Business
5,1/16/2016,164,639,0133378500,9780133378504,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science
6,8/22/2015,496,898,0133059049,9780133059045,Better Business,Business
7,2/18/2016,594,921,0132846918,9780132846912,Digital Business Networks,Business
8,10/27/2015,507,613,0133011208,9780133011203,Business Math,Business
9,2/28/2016,623,476,0133360903,9780133360905,Building Java Programs,Computer Science
10,5/14/2015,299,687,0132136422,9780132136426,Introduction to Materials Science,Engineering
11,3/10/2015,30,697,013261930X,9780132619301,"English for Careers: Business, Professional, and Technical",Business
12,9/5/2015,567,911,0132994844,9780132994842,Economics,Economics
1,8/8/2015,59,932,0132994879,9780132994873,Foundations of Finance,Business
2,4/5/2015,143,980,013610827X,9780136108276,Hands-On Database,Computer Science
3,8/15/2015,340,637,0321851668,9780321851666,Elementary Statistics Using Excel,Statistics
4,1/5/2016,177,905,0133117413,9780133117417,Horngren's Accounting,Business
5,7/8/2015,166,968,0133024164,9780133024166,Principles of Microeconomics,Economics
6,7/18/2015,359,786,0137024878,9780137024872,Managerial Accounting: Decision Making and Motivating Performance,Business
7,4/23/2015,100,589,0321826132,9780321826138,College Algebra with Modeling & Visualization,Mathematics
8,2/8/2016,493,690,0133255573,9780133255577,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business
9,2/22/2016,604,683,0132869500,9780132869508,Ownership Series: Ownership: Accountability,Student Success
1,12/15/2015,476,954,0132948850,9780132948852,Survey of Economics,Economics
2,4/25/2015,655,639,0133378500,9780133378504,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science
3,7/10/2015,145,893,0133043592,9780133043594,Manager's Bookshelf,Business
4,6/19/2015,456,705,0133451607,9780133451603,Statics and Mechanics of Materials,Engineering
5,8/26/2015,413,633,0321848837,9780321848833,Brief Calculus & Its Applications,Mathematics
6,9/29/2015,279,923,0133058360,9780133058369,Guide to Presentations,Business
7,12/27/2015,646,475,0133250121,9780133250121,Java Software Structures,Computer Science
8,5/9/2015,540,632,0321848748,9780321848741,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics
9,10/23/2015,584,791,0133405680,9780133405682,Essentials of Database Management,Computer Science
10,10/22/2015,175,477,0133128083,9780133128086,Starting Out With Visual Basic,Computer Science
11,6/6/2015,88,475,0133250121,9780133250121,Java Software Structures,Computer Science
12,12/15/2015,166,788,0133128741,9780133128741,Manufacturing Engineering & Technology,Engineering
13,3/24/2015,649,792,0133485102,9780133485103,Managing Engineering and Technology,Engineering
14,3/13/2015,352,933,0132948907,9780132948906,Economics Today,Economics
15,3/17/2015,665,692,0133354695,9780133354690,Cryptography and Network Security: Principles and Practice,Computer Science
16,10/30/2015,696,703,0133023672,9780133023671,Principles of Macroeconomics,Economics
17,3/23/2015,238,646,0133125904,9780133125900,"Power Electronics: Circuits,Devices & Applications",Engineering
18,9/20/2015,683,608,0133116530,9780133116533,Basic Technical Mathematics with Calculus,Mathematics
19,3/16/2015,612,895,0132971275,9780132971270,Intercultural Business Communication,Business
20,12/21/2015,272,974,0132991284,9780132991285,The Economics of Macro Issues,Economics
21,1/21/2016,410,477,0133128083,9780133128086,Starting Out With Visual Basic,Computer Science
22,7/12/2015,195,913,0132949334,9780132949330,Economics,Economics
23,9/28/2015,690,623,0321729560,9780321729569,Precalculus Essentials,Mathematics
24,3/12/2015,126,559,0205901840,9780205901845,The Blair Reader,English
25,5/1/2015,394,608,0133116530,9780133116533,Basic Technical Mathematics with Calculus,Mathematics
26,8/11/2015,590,612,0321826027,9780321826022,Precalculus with Modeling & Visualization,Mathematics
27,7/24/2015,505,625,0132180537,9780132180535,"Career Tool Kit, The: Skills for Success",Student Success
28,5/3/2015,456,940,0132948869,9780132948869,Microeconomics,Economics
29,12/12/2015,234,698,0136157394,9780136157397,Global Marketing Management,Business
30,6/14/2015,427,613,0133011208,9780133011203,Business Math,Business
31,1/5/2016,320,644,0321880854,9780321880857,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics
32,12/12/2015,490,676,0132461862,9780132461863,International Monetary & Financial  Economics,Economics
33,12/26/2015,610,929,0133084043,9780133084047,Principles of Marketing,Business
34,7/30/2015,506,892,013295351X,9780132953511,Opportunities and Challenges of Workplace Diversity,Business
35,7/1/2015,512,598,0321826035,9780321826039,Introductory & Intermediate Algebra 3e,Mathematics
1,6/19/2015,428,948,0133126242,9780133126242,"Integrated Advertising, Promotion, and Marketing Communications",Business
2,6/5/2015,344,984,0132730359,9780132730358,E-Commerce 2013,Business
3,11/22/2015,450,681,0133116646,9780133116649,Electrical Engineering: Principles & Applications,Engineering
4,9/27/2015,291,483,0321825721,9780321825728,Mathematics for Elementary Teachers with Activity Manual,Mathematics
5,9/6/2015,656,979,0321464486,9780321464484,Development Economics,Economics
6,6/10/2015,262,643,0132871696,9780132871693,Engineering Vibration,Engineering
7,10/25/2015,364,678,0133074676,9780133074673,Marketing Research,Business
8,2/7/2016,534,905,0133117413,9780133117417,Horngren's Accounting,Business
9,3/19/2015,207,547,020587665X,9780205876655,"The Curious Writer, Brief Edition",English
10,8/7/2015,354,633,0321848837,9780321848833,Brief Calculus & Its Applications,Mathematics
11,5/30/2015,647,931,0133059510,9780133059519,Business Communication,Business
12,5/15/2015,469,906,0132575671,9780132575676,Database Systems,Computer Science
13,7/21/2015,94,789,013335671X,9780133356717,Machine Design,Engineering
1,10/5/2015,271,613,0133011208,9780133011203,Business Math,Business
2,9/23/2015,666,646,0133125904,9780133125900,"Power Electronics: Circuits,Devices & Applications",Engineering
3,11/22/2015,368,610,0321860470,9780321860477,Cornerstones for College Success,Student Success
4,9/12/2015,61,490,0321836987,9780321836984,Essential Statistics,Statistics
5,5/15/2015,325,476,0133360903,9780133360905,Building Java Programs,Computer Science
6,7/28/2015,217,942,0133075222,9780133075229,Employment Law,Business
7,7/29/2015,282,976,0132992817,9780132992817,"The Economics of Women, Men and Work",Economics
8,12/22/2015,414,590,0132898357,9780132898355,Mathematics for Business,Business
9,6/4/2015,119,561,0205863795,9780205863792,The DK Handbook,Student Success
10,9/21/2015,114,552,0205875548,9780205875542,The Prentice Hall Guide for College Writers,English
11,5/23/2015,512,587,032183724X,9780321837240,Algebra and Trigonometry,Mathematics
12,12/2/2015,40,571,0321898680,9780321898685,Style: Lessons in Clarity and Grace 11E,English
13,4/16/2015,102,566,0321865820,9780321865823,Academic Reading,Student Success
14,12/23/2015,368,618,0205852068,9780205852062,Bridging the Gap,Student Success
15,11/12/2015,568,936,0133023443,9780133023442,Systems Analysis and Design,Business
16,7/6/2015,358,483,0321825721,9780321825728,Mathematics for Elementary Teachers with Activity Manual,Mathematics
17,7/20/2015,585,474,013336092X,9780133360929,Starting Out with C++: Early Objects,Computer Science
18,9/18/2015,130,639,0133378500,9780133378504,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science
19,12/19/2015,266,548,0205876641,9780205876648,"The Curious Writer, Concise Edition",English
20,1/13/2016,679,557,0321872568,9780321872562,LB Brief with Tabs,Student Success
21,11/29/2015,479,924,0133022927,9780133022926,The Economics of Sports,Economics
22,8/20/2015,99,792,0133485102,9780133485103,Managing Engineering and Technology,Engineering
23,12/29/2015,222,698,0136157394,9780136157397,Global Marketing Management,Business
24,7/10/2015,56,927,0133062120,9780133062120,International Management: Text and Cases,Business
25,9/26/2015,421,556,0205890962,9780205890965,Mosaics: Reading and Writing Essays 6e,Student Success
26,2/1/2016,517,943,0132991306,9780132991308,Modern Systems Analysis and Design,Business
27,5/18/2015,699,604,0321838203,9780321838209,Calculus and Its Applications Expanded Version,Mathematics
28,12/6/2015,187,935,0132948885,9780132948883,Economics Today: The Micro View,Economics
29,10/23/2015,338,942,0133075222,9780133075229,Employment Law,Business
30,8/31/2015,584,608,0133116530,9780133116533,Basic Technical Mathematics with Calculus,Mathematics
31,2/27/2016,673,984,0132730359,9780132730358,E-Commerce 2013,Business
32,1/30/2016,439,690,0133255573,9780133255577,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business
33,3/14/2015,293,556,0205890962,9780205890965,Mosaics: Reading and Writing Essays 6e,Student Success
34,3/28/2015,379,790,013284737X,9780132847377,Data Structures and Algorithm Analysis in C++,Computer Science
35,2/25/2016,266,557,0321872568,9780321872562,LB Brief with Tabs,Student Success
1,4/26/2015,468,555,0205886159,9780205886159,"Global Issues, Local Arguments",English
2,3/9/2015,631,968,0133024164,9780133024166,Principles of Microeconomics,Economics
3,11/18/2015,319,975,0133022935,9780133022933,The Economics of Public Issues,Economics
4,2/25/2016,216,904,0133063003,9780133063004,International Business,Business
5,8/24/2015,344,935,0132948885,9780132948883,Economics Today: The Micro View,Economics
6,12/25/2015,168,972,0136090036,9780136090038,Making the Team,Business
7,9/26/2015,676,917,0132971216,9780132971218,Information Systems Today,Business
8,5/8/2015,489,607,0133083500,9780133083507,Basic Technical Mathematics,Mathematics
9,11/13/2015,192,680,0133252817,9780133252811,Introduction to Programming with C++,Computer Science
10,12/19/2015,233,546,0205235778,9780205235773,The Curious Writer,English
11,2/17/2016,354,695,0132832887,9780132832885,Aerodynamics for Engineers,Engineering
12,9/18/2015,257,622,0321859227,9780321859228,"Prealgebra and Introductory Algebra, 4e",Mathematics
1,2/6/2016,450,488,0321836510,9780321836519,Statistics for Business: Decision Making and Analysis,Statistics
